1235,1672
1235,1730
1235,1742
1235,1730
1235.1,1777
1235.1,1895
1235.1,2036
1235.1,2271
1235.1,2459
1235.2,2623
1235.2,2717
1235.2,2764
1235.2,2811
1235.2,2753
1235.3,2670
1235.3,2729
1235.3,2800
1235.3,2858
1235.3,2882
1235.4,2776
1235.4,2682
1235.4,2612
1235.4,2459
1235.4,2400
1235.5,2353
1235.5,2400
1235.5,2294
1235.5,2189
1235.5,2153
1235.6,2106
1235.6,2153
1235.6,2118
1235.6,2036
1235.6,1977
1235.7,1848
1235.7,1695
1235.7,1707
1235.7,1766
1235.7,1777
1235.8,1789
1235.8,1848
1235.8,1824
1235.8,1648
1235.8,1613
1235.9,1648
1235.9,1660
1235.9,1695
1235.9,1730
1235.9,1742
1236,1824
1236,1977
1236,2118
1236,2294
1236,2529
1236.1,2753
1236.1,2870
1236.1,2929
1236.1,2894
1236.1,2847
1236.2,2753
1236.2,2694
1236.2,2600
1236.2,2494
1236.2,2494
1236.3,2506
1236.3,2518
1236.3,2506
1236.3,2529
1236.3,2435
1236.4,2271
1236.4,2177
1236.4,2236
1236.4,2200
1236.4,2224
1236.5,2247
1236.5,2177
1236.5,2071
1236.5,1954
1236.5,1824
1236.6,1719
1236.6,1672
1236.6,1625
1236.6,1589
1236.6,1531
1236.7,1484
1236.7,1413
1236.7,1413
1236.7,1413
1236.7,1448
1236.8,1507
1236.8,1542
1236.8,1554
1236.8,1495
1236.8,1613
1236.9,1754
1236.9,1989
1236.9,2224
1236.9,2424
1236.9,2447
1237,2506
1237,2565
1237,2612
1237,2670
1237,2565
1237.1,2435
1237.1,2388
1237.1,2283
1237.1,2200
1237.1,2165
1237.2,2165
1237.2,2259
1237.2,2435
1237.2,2518
1237.2,2529
1237.3,2377
1237.3,2224
1237.3,2048
1237.3,2012
1237.3,2118
1237.4,2247
1237.4,2189
1237.4,2012
1237.4,1918
1237.4,1930
1237.5,2001
1237.5,2059
1237.5,1965
1237.5,1930
1237.5,1977
1237.6,1871
1237.6,1719
1237.6,1742
1237.6,1754
1237.6,1730
1237.7,1766
1237.7,1848
1237.7,1965
1237.7,2036
1237.7,2294
1237.8,2541
1237.8,2682
1237.8,2776
1237.8,2917
1237.8,2976
1237.9,2964
1237.9,2905
1237.9,2847
1237.9,2776
1237.9,2670
1238,2588
1238,2506
1238,2482
1238,2565
1238,2659
1238.1,2717
1238.1,2612
1238.1,2576
1238.1,2612
1238.1,2541
1238.2,2412
1238.2,2294
1238.2,2259
1238.2,2212
1238.2,2130
1238.3,2106
1238.3,2118
1238.3,2095
1238.3,2059
1238.3,2024
1238.4,1989
1238.4,2012
1238.4,2083
1238.4,2130
1238.4,2142
1238.5,2142
1238.5,2012
1238.5,1871
1238.5,1754
1238.5,1777
1238.6,1930
1238.6,2189
1238.6,2424
1238.6,2600
1238.6,2764
1238.7,2905
1238.7,3093
1238.7,3140
1238.7,3046
1238.7,2952
1238.8,2894
1238.8,2929
1238.8,2999
1238.8,2988
1238.8,2905
1238.9,2905
1238.9,2905
1238.9,2870
1238.9,2847
1238.9,2788
1239,2717
1239,2588
1239,2447
1239,2353
1239,2388
1239.1,2341
1239.1,2236
1239.1,2165
1239.1,2083
1239.1,2071
1239.2,2071
1239.2,2059
1239.2,2118
1239.2,2118
1239.2,1954
1239.3,1813
1239.3,1695
1239.3,1660
1239.3,1589
1239.3,1578
1239.4,1625
1239.4,1601
1239.4,1589
1239.4,1660
1239.4,1836
1239.5,2095
1239.5,2294
1239.5,2435
1239.5,2612
1239.5,2694
1239.6,2858
1239.6,2905
1239.6,2905
1239.6,2823
1239.6,2764
1239.7,2788
1239.7,2670
1239.7,2600
1239.7,2588
1239.7,2612
1239.8,2588
1239.8,2588
1239.8,2588
1239.8,2494
1239.8,2365
1239.9,2247
1239.9,2200
1239.9,2189
1239.9,2165
1239.9,2118
1240,2001
1240,1895
1240,1930
1240,1918
1240,1860
1240.1,1848
1240.1,1824
1240.1,1801
1240.1,1730
1240.1,1636
1240.2,1542
1240.2,1472
1240.2,1354
1240.2,1319
1240.2,1296
1240.3,1296
1240.3,1390
1240.3,1636
1240.3,1871
1240.3,2036
1240.4,2189
1240.4,2412
1240.4,2659
1240.4,2800
1240.4,2800
1240.5,2670
1240.5,2600
1240.5,2670
1240.5,2811
1240.5,2870
1240.6,2811
1240.6,2729
1240.6,2670
1240.6,2647
1240.6,2553
1240.7,2424
1240.7,2306
1240.7,2283
1240.7,2259
1240.7,2236
1240.8,2200
1240.8,2189
1240.8,2189
1240.8,2200
1240.8,2177
1240.9,2142
1240.9,2036
1240.9,1895
1240.9,1742
1240.9,1660
1241,1683
1241,1578
1241,1437
1241,1448
1241,1531
1241.1,1484
1241.1,1460
1241.1,1507
1241.1,1601
1241.1,1742
1241.2,1871
1241.2,2142
1241.2,2459
1241.2,2623
1241.2,2764
1241.3,2858
1241.3,2964
1241.3,2988
1241.3,2952
1241.3,2894
1241.4,2811
1241.4,2729
1241.4,2588
1241.4,2471
1241.4,2494
1241.5,2459
1241.5,2435
1241.5,2435
1241.5,2412
1241.5,2318
1241.6,2236
1241.6,2224
1241.6,2189
1241.6,2083
1241.6,1895
1241.7,1719
1241.7,1683
1241.7,1707
1241.7,1754
1241.7,1813
1241.8,1801
1241.8,1754
1241.8,1754
1241.8,1730
1241.8,1648
1241.9,1625
1241.9,1613
1241.9,1554
1241.9,1542
1241.9,1507
1242,1495
1242,1507
1242,1566
1242,1660
1242,1777
1242.1,2012
1242.1,2283
1242.1,2588
1242.1,2753
1242.1,2776
1242.2,2800
1242.2,2729
1242.2,2670
1242.2,2647
1242.2,2600
1242.3,2541
1242.3,2471
1242.3,2294
1242.3,2153
1242.3,2200
1242.4,2330
1242.4,2482
1242.4,2541
1242.4,2471
1242.4,2412
1242.5,2447
1242.5,2447
1242.5,2435
1242.5,2412
1242.5,2365
1242.6,2294
1242.6,2259
1242.6,2165
1242.6,2012
1242.6,1836
1242.7,1848
1242.7,1860
1242.7,1730
1242.7,1625
1242.7,1672
1242.8,1707
1242.8,1707
1242.8,1554
1242.8,1448
1242.8,1531
1242.9,1777
1242.9,2083
1242.9,2447
1242.9,2635
1242.9,2670
1243,2741
1243,2823
1243,2870
1243,2858
1243,2847
1243.1,2941
1243.1,2976
1243.1,2988
1243.1,2988
1243.1,2952
1243.2,2882
1243.2,2764
1243.2,2635
1243.2,2612
1243.2,2682
1243.3,2647
1243.3,2659
1243.3,2670
1243.3,2541
1243.3,2330
1243.4,2118
1243.4,2036
1243.4,1965
1243.4,1965
1243.4,1954
1243.5,1848
1243.5,1660
1243.5,1531
1243.5,1554
1243.5,1613
1243.6,1601
1243.6,1495
1243.6,1413
1243.6,1401
1243.6,1331
1243.7,1272
1243.7,1401
1243.7,1519
1243.7,1683
1243.7,1942
1243.8,2212
1243.8,2400
1243.8,2494
1243.8,2553
1243.8,2635
1243.9,2717
1243.9,2694
1243.9,2553
1243.9,2365
1243.9,2259
1244,2259
1244,2177
1244,2130
1244,2212
1244,2200
1244.1,2153
1244.1,2130
1244.1,2118
1244.1,2118
1244.1,2059
1244.2,2095
1244.2,2083
1244.2,2048
1244.2,1942
1244.2,1860
1244.3,1813
1244.3,1683
1244.3,1542
1244.3,1542
1244.3,1531
1244.4,1390
1244.4,1331
1244.4,1260
1244.4,1225
1244.4,1096
1244.5,1108
1244.5,1284
1244.5,1519
1244.5,1707
1244.5,1824
1244.6,1977
1244.6,2165
1244.6,2306
1244.6,2412
1244.6,2553
1244.7,2647
1244.7,2717
1244.7,2764
1244.7,2717
1244.7,2647
1244.8,2435
1244.8,2247
1244.8,2153
1244.8,2200
1244.8,2236
1244.9,2259
1244.9,2283
1244.9,2271
1244.9,2165
1244.9,1965
1245,1895
1245,1883
1245,1907
1245,1848
1245,1730
1245.1,1625
1245.1,1507
1245.1,1460
1245.1,1390
1245.1,1319
1245.2,1319
1245.2,1272
1245.2,1260
1245.2,1249
1245.2,1260
1245.3,1225
1245.3,1260
1245.3,1354
1245.3,1460
1245.3,1542
1245.4,1695
1245.4,1977
1245.4,2177
1245.4,2294
1245.4,2459
1245.5,2694
1245.5,2870
1245.5,2941
1245.5,2964
1245.5,2905
1245.6,2858
1245.6,2800
1245.6,2682
1245.6,2565
1245.6,2623
1245.7,2623
1245.7,2506
1245.7,2377
1245.7,2377
1245.7,2400
1245.8,2400
1245.8,2330
1245.8,2283
1245.8,2142
1245.8,2001
1245.9,2024
1245.9,2012
1245.9,1907
1245.9,1672
1245.9,1601
1246,1695
1246,1672
1246,1531
1246,1437
1246,1425
1246.1,1472
1246.1,1484
