710.98,1767
711,1694
711.02,1605
711.04,1635
711.06,1679
711.08,1723
711.1,1767
711.12,1812
711.14,1959
711.16,2298
711.18,2593
711.2,2770
711.22,2888
711.24,3006
711.26,3021
711.28,2888
711.3,2726
711.32,2638
711.34,2638
711.36,2652
711.38,2564
711.4,2505
711.42,2431
711.44,2505
711.46,2549
711.48,2534
711.5,2608
711.52,2638
711.54,2579
711.56,2461
711.58,2372
711.6,2328
711.62,2254
711.64,2195
711.66,2195
711.68,2107
711.7,1959
711.72,1738
711.74,1620
711.76,1487
711.78,1413
711.8,1413
711.82,1487
711.84,1664
711.86,1723
711.88,1871
711.9,2003
711.92,2062
711.94,2210
711.96,2387
711.98,2623
712,2844
712.02,2992
712.04,3139
712.06,3183
712.08,3183
712.1,3154
712.12,3154
712.14,3051
712.16,2903
712.18,2815
712.2,2726
712.22,2682
712.24,2711
712.26,2638
712.28,2638
712.3,2623
712.32,2564
712.34,2446
712.36,2343
712.38,2402
712.4,2416
712.42,2284
712.44,2151
712.46,2033
712.48,2033
712.5,1930
712.52,1826
712.54,1723
712.56,1664
712.58,1694
712.6,1679
712.62,1605
712.64,1561
712.66,1472
712.68,1266
712.7,1192
712.72,1251
712.74,1413
712.76,1694
712.78,2033
712.8,2313
712.82,2520
712.84,2756
712.86,2888
712.88,3021
712.9,3095
712.92,2992
712.94,2947
712.96,3006
712.98,2874
713,2711
713.02,2652
713.04,2608
713.06,2564
713.08,2520
713.1,2402
713.12,2166
713.14,2062
713.16,2151
713.18,2298
713.2,2461
713.22,2520
713.24,2461
713.26,2357
713.28,2284
713.3,2136
713.32,1915
713.34,1797
713.36,1694
713.38,1605
713.4,1502
713.42,1399
713.44,1458
713.46,1413
713.48,1281
713.5,1192
713.52,1325
713.54,1517
713.56,1738
713.58,1959
713.6,2225
713.62,2593
713.64,2903
713.66,2962
713.68,2962
713.7,3021
713.72,3006
713.74,3021
713.76,3080
713.78,2992
713.8,2844
713.82,2770
713.84,2667
713.86,2564
713.88,2564
713.9,2579
713.92,2638
713.94,2638
713.96,2475
713.98,2284
714,2328
714.02,2387
714.04,2387
714.06,2210
